file: 上.mp3
***********************************result**************************************
[0:53.000,0:55.180]  好，那个同学们下午好。
[28:6.580,28:8.600]  图计算的还有就是。
[28:8.600,28:12.220]  继续学习的啊，就有这样子不同的。
[28:12.220,28:13.980]  这个大数据。
[28:13.980,28:15.120]  应用的领域。
[28:15.120,28:17.220]  这些领域当然都是。
[28:17.220,28:22.680]  由这个我们知道这种海量的数据啊什么，这些已经能有能生成在。
[28:22.860,28:23.920]  嗯。
[28:23.920,28:26.440]  能放到系统来这个基础上啊。
[28:26.440,28:28.500]  我们来发展出来。
[28:28.500,28:29.320]  就是。
[28:29.320,28:30.960]  上面的这些这个。
[28:30.960,28:33.780]  呃运用的这个模式啊。
[28:34.140,28:39.920]  而这个司法体系就是对这些模式呢，也都有这个。
[28:39.920,28:42.360]  呃支撑和这个。
[28:42.360,28:43.280]  嗯。
[28:43.280,28:46.440]  呃，就是或者这种资深的这个解决方案啊。
[28:46.620,28:50.220]  嗯，对，包括在这里面说的还有那个。
[28:50.600,28:51.920]  像那个。
[28:51.920,28:55.860]  嗯，Spot对这个。
[28:55.880,28:57.460]  C口的支持啊。
[28:57.460,29:1.300]  他原来有一个一个shock的这这个方案。
[29:1.320,29:4.900]  那么沙克方案他就有点像那个。
[29:4.900,29:6.160]  嗯。
[29:6.280,29:9.000]  就是它有点像那个hype啊。
[29:9.000,29:12.900]  就是相当于是我用那个。
[29:12.900,29:14.300]  呃。
[29:14.760,29:16.660]  我用那个。
[29:18.020,29:20.240]  嗯，语法解析。
[29:20.240,29:29.320]  那么包括加上我的这个原数据的这样一些一些存储，然后爸我的这个。
[29:29.440,29:34.340]  呃SQL语言啊，转化成这个spot的。
[29:34.340,29:36.740]  这样的一些一些任务哈。
[29:36.740,29:37.820]  那么。
[29:37.860,29:38.760]  他。
[29:38.820,29:42.580]  他但是他原来的那个方法上就是sop上。
[29:42.580,29:50.140]  他就是他底层就spark没改的，所以会带来一些一些问题，后面还出来了这个。
[29:50.140,29:55.240]  发sql blink DB啊，有这样的方法，相当于他在。
[29:55.240,29:57.220]  最终的这个。
[29:57.220,30:0.680]  嗯，C口啊就是转化出来的。
[30:0.680,30:3.220]  解析，执行上面啊，是。
[30:3.220,30:3.920]  有。
[30:3.920,30:7.220]  自己的一套低至掉spot更底层的东西啊。
[30:7.660,30:9.800]  自己直接把它完成了啊。
[30:9.960,30:12.400]  这个是。
[30:12.580,30:15.800]  这都是跟spa相关的啊一些。
[30:15.820,30:17.480]  运用的这些情况。
[30:17.940,30:19.160]  嗯。
[30:20.140,30:21.420]  那么。
[30:21.500,30:27.080]  Sox这部分介绍完了，后面我们再来看，就涉及到这个流计算啊。
[30:27.080,30:28.760]  流计算里面呢。
[30:29.760,30:34.920]  我们首先要知道就是大概是流计算的，这样的一种。
[30:35.100,30:38.520]  一种概念啊实际上是就是。
[30:38.520,30:40.580]  我们说到过这事跟。
[30:40.580,30:43.120]  现实世界，也许一种更。
[30:43.120,30:46.720]  更真的这种现实世界的一种反应啊，因为。
[30:46.720,30:54.540]  我们现实世界其实各种信息，但是在物理规律啊，就这些规律的作用下，就不断的在变化，再往前走的。
[30:54.600,31:0.620]  我们原来的计算机的体系，计算机的领域，只能做到对这些信息。
[31:0.620,31:3.180]  抽取一部分这个节点。
[31:3.200,31:6.080]  这个什么就是叫什么。
[31:6.080,31:7.480]  嗯，嗯。
[31:7.740,31:13.720]  就像照相似的，啊就是一个快照啊，就其实是某些片段的这些值。
[31:13.720,31:24.300]  完了把这些值存储起来，我们整个的历史的这个数据分析啊，我们数据仓库啊，很多传统的这些应用都是在这个基础上进行的。
[31:24.300,31:29.940]  当然始终核心这一块，还有一部分是计算机跑的应用，啊你这个卖东西啊什么。
[31:30.180,31:36.620]  是行程这些东西，但是大数据这个领域，其实在这一块，呃一直是介入的比较少的。
[31:36.660,31:42.580]  但是慢慢的就是这么的发展出来，就是我是可以把它这个。
[31:42.660,31:43.400]  是。
[31:43.400,31:49.760]  就包括这这跟随的这个物联网这些技术发展都有关系啊，我就把这个现实的。
[31:49.840,31:52.140]  世界的这些信息。
[31:52.140,31:54.000]  就实时的把他抬进来。
[31:54.220,31:56.160]  完了我要进行处理。
[31:56.160,32:0.100]  这就是这个刘处理的这样的这个概念那么。
[32:0.100,32:5.120]  那么这样的话，我要处理的不是以前的快照是的这个片段的东西。
[32:5.120,32:13.400]  而是不断进入到系统中的这样的信息啊，当然未处理这个它也有一些限制啊比如说。
[32:13.400,32:15.400]  我就是处理完了。
[32:15.480,32:19.000]  嗯，也不是说限制，就是根据这个。
[32:19.000,32:21.280]  当时的这个技术条件啊。
[32:21.280,32:21.940]  就是。
[32:21.940,32:24.980]  自己加了一些限制，我我就是。
[32:24.980,32:32.960]  编数据编进来，我就边处理边处理，我就有一些结果，这些结果当然大家可以去查而处理不了的。
[32:32.960,32:35.820]  没过的东西我就把它丢掉了啊，这样是避免。
[32:35.820,32:36.780]  存储。
[32:36.780,32:38.940]  太大，这是流数据。
[32:38.940,32:49.340]  但是所有这些呢，就是说从这个信息流啊，这些数据流的基础上，就有了这样的这个留的概念，它是源源不断的始终在进行的。
[32:49.340,32:52.620]  那么对这样留的这个处理其实就是要求。
[32:52.720,32:54.240]  你的这个处理。
[32:54.240,32:55.260]  这个非趁。
[32:55.260,32:56.480]  你不能有延迟。
[32:56.480,32:58.760]  那么因为延迟了就会堆积。
[32:58.760,33:2.120]  堆积了越堆越多，那你是搞不定的啊。
[33:2.120,33:9.040]  原来那个快照那个没关系，就是我们原来那个方法，我反正照照一点照一点就是。
[33:9.040,33:10.040]  那么。
[33:10.040,33:11.860]  自自我把它还。
[33:12.580,33:16.820]  快照的这一部分嘛，穿出来当然那样子也已经很大量了。
[33:16.820,33:21.100]  也所以还要有卖produce呀，什么样的方式。
[33:21.100,33:24.980]  来批处理的那处理那样的快照的信息。
[33:24.980,33:28.400]  那留更是啦，那么不断的流进来。
[33:28.400,33:32.440]  就不能有延迟这样的，对这个计算呀，处理结构都有。
[33:32.440,33:33.980]  都有这个要求啊。
[33:33.980,33:37.920]  那么就核心，就是我一定就能实时处理完。
[33:37.920,33:38.720]  刚才。
[33:38.860,33:44.960]  呃，这个确实就是说过的这个带来的挑战就是这种分值和评分的挑战啊。
[33:44.960,33:45.920]  大家。
[33:45.920,33:50.640]  也讲过这个这个例子啊就是。
[33:50.760,33:56.580]  嗯，你如果要想达到完全的这个流，处理这种的能力的话。
[33:56.580,34:0.920]  就是你必须得应付最高分的这种能力。
[34:1.180,34:3.480]  所谓最高分的能力就。
[34:3.480,34:4.860]  像那个什么。
[34:4.860,34:10.920]  双11的这种促销啊，就是在这个最高分的时候，你也要能处理的过来。
[34:10.920,34:19.140]  那么使得你的这个硬件要求啊处理的这个结构的，要这个这个处理程序，你的你的分部。
[34:19.140,34:22.040]  反正总的这个大区群核心的处理能力。
[34:22.040,34:24.940]  要达到这个最高分的这个时候的能力啊。
[34:25.040,34:33.280]  其实这个就很难，但是往往他他这种属于有点像这二八原则似的那个最高分只是。
[34:33.520,34:37.020]  有可能在在那那一段时间内。
[34:37.020,34:38.080]  嗯。
[34:38.420,34:40.680]  就就相当于你可能是。
[34:40.680,34:42.280]  80%的。
[34:42.300,34:43.780]  这种东西。
[34:43.780,34:47.460]  就是处理要处理在那个最高分的那个时候。
[34:47.780,34:51.100]  在平常的话，你可能只能用到20%。
[34:51.100,34:54.220]  就留处理他会带来这样的一些问题，当然。
[34:54.220,34:58.800]  也没那么实诚啊，就往往在最高峰的时候可能还会。
[34:58.860,35:1.960]  稍微平滑一些粉啊就是。
[35:2.560,35:3.680]  的颜值。
[35:3.680,35:9.720]  那个时候稍微延迟一点，把它分拉宽一点呢，我可能这样的话，我可能到60%啊。
[35:9.720,35:14.060]  就处理了，平常是跑到20%高分，我到我我蠢。
[35:14.060,35:16.800]  我储存到60%的能力就行了。
[35:16.800,35:19.820]  你要是完全的没有延时的话。
[35:19.820,35:24.780]  那那对这个这个设备啊，对这些处理资源的要求是。
[35:24.820,35:26.260]  非常高的啊。
[35:26.260,35:27.680]  嗯。
[35:27.700,35:31.520]  或者就是往往就到最高分那一段我就。
[35:31.520,35:37.280]  限流了，但是流处理核心本身还是希望，就是他的处理，光价就变成。
[35:37.280,35:52.000]  你只要有东西流进来，我就能处理结果。当然带来的这个服务啊，带来的应用也不一样，就是我实时统计出来的结果，实时处理的结果马上就可以应用出来，马上就可以查询到，就是这些带来的这些体验。
[35:52.000,35:53.220]  嗯。
[35:53.400,36:0.220]  或者带来这些能力啊，都是以前这种批处理的这些，这些系统呢所。
[36:0.540,36:1.940]  所不能比你的。
[36:2.540,36:9.780]  嗯，然后就有了这个流处理的这个处理框架这个storm吗？因为原来能这样处理的东西确实没有啊。
[36:9.780,36:16.880]  那么storms的话，他他当然对流处理，有一些相应的这些概念啦，Stream啊。
[36:16.920,36:17.800]  Puts。
[36:17.800,36:21.780]  POS就是这个这个水源头啊，水龙头的源头啊。
[36:21.780,36:23.460]  POS啊就是这种。
[36:23.460,36:24.100]  分。
[36:24.100,36:27.120]  分叉留着这种呃。
[36:27.120,36:30.040]  分叉的这个这个处理的节点啊。
[36:30.040,36:38.140]  那么有了这样的概念，然后他还有这个淘宝纸啊，就是我整个留的这个处理是有一个拓朴图的。
[36:38.140,36:45.400]  那么这些拓朴图之间，或者这个留的bras节点之间，我怎么留，怎么分部，他还有。
[36:45.400,36:49.240]  各种各样的这个分布规则就是有的是我这个流。
[36:49.240,36:52.580]  要按按段分啊，像他那个。
[36:52.700,36:54.560]  分到下面去，这个就是。
[36:54.560,36:56.120]  他也可以做过的康。
[36:56.120,36:58.500]  就是词频统计啊，那我就。
[36:58.500,37:1.940]  它包括可能做排序，它就要有这样的按段分的。
[37:1.940,37:3.040]  这样的能力。
[37:3.040,37:4.320]  那么。
[37:4.320,37:9.820]  他还有各种方法或者是到达特定点呀，就这些都是他提供的处理能力。
[37:9.820,37:15.220]  总的来说呢，这个storm他提供的这个流处理框架，但是它也是内存处理的啊。
[37:15.220,37:17.180]  他把这些东西都放在内存里面。
[37:17.400,37:18.480]  嗯。
[37:18.680,37:29.500]  然后就是这些处理节点，就拿消息连起来，然后他只要一有消息，我就往这些发发，到这个节点，我一处理完在内存里，我就往下面的节点去分发。
[37:29.500,37:31.640]  就这样的形成了一种。
[37:31.640,37:33.040]  没有延迟的。
[37:33.040,37:34.200]  这个。
[37:34.200,37:35.900]  这个流处理框架啊。
[37:35.920,37:37.780]  这样的话，它的。
[37:37.920,37:44.680]  他这样的流处理框架的话，所以他对这个消息的处理能力是非常高的。
[37:44.680,37:49.260]  那么很多这个流的平台就经都是达到百每秒百万。
[37:49.260,37:52.420]  就是百万条消息啊，他可能都是。
[37:52.640,37:56.680]  都轻松达到这样的这个这个处理量级。
[37:56.680,37:58.100]  啊，就是这种。
[37:58.140,37:59.780]  这种处理能力啊。
[37:59.780,38:2.300]  这个还是核心的话，就是因为。
[38:2.300,38:4.040]  他是在这个。
[38:4.940,38:7.080]  他也是在内存里面跑啊。
[38:7.080,38:12.360]  然后内存里面跑的话，就是然后这些消息他用。
[38:12.360,38:16.780]  他用这个消息的这个流转的这个分部体。
[38:17.860,38:20.300]  确定了我整个处理。
[38:20.300,38:23.300]  处理框架的这样的这个。
[38:23.300,38:25.120]  这个体系啊嗯。
[38:25.320,38:26.720]  那个。
[38:26.720,38:32.000]  或者他也是用这种分布使得它的这个内存处理啊，他用这个消息。
[38:32.000,38:34.180]  消息流啊这样的方式。
[38:34.360,38:37.080]  其实就是我把一个固定的一个出处。
[38:37.080,38:41.600]  分布处理框架的逻辑啊，通过我的留的定义。
[38:41.600,38:48.160]  留着分部，我就在你的这个里面，我就固定好了，固定好了装载下来，我就始终这么跑着。
[38:48.260,38:50.700]  那么这个时候他确实就是西南。
[38:51.440,38:55.080]  会达到比较高，我我在中间我不去。
[38:55.080,39:4.480]  调度我的任务的加载呀卸载，那当然刘也会也会做啊，我可能一个新的流任务，那么我会重新开始在部署但是。
[39:4.480,39:9.600]  基本上留处理的这个框架，它因为认为我这个留消息是源源不断的吗？
[39:9.700,39:12.320]  始终没没头没尾的。
[39:12.320,39:16.740]  就是，呃有头没尾，反正从这开始之后是不会断的。
[39:17.000,39:20.800]  除非我自己把系统停掉啊，否则的话。
[39:20.800,39:24.140]  它相当于就把这样的程序处理逻辑和这个。
[39:24.140,39:27.260]  这个分部的方式我就调度好玩了。
[39:27.260,39:30.380]  整个我加载到这么一个大的这个机器里面去。
[39:30.380,39:33.420]  然后就不间断的啊在楼里面处理。
[39:33.420,39:34.740]  这个是他。
[39:34.980,39:37.200]  或者在这个戏内存里面处理。
[39:37.200,39:43.040]  这个是这个流处理框架啊，为什么能达到这个很高的这个。
[39:43.040,39:47.640]  呃性能的这个原因啊，当然storm它也是有有。
[39:47.640,39:48.760]  有。
[39:48.760,39:50.680]  缺陷的就是。
[39:50.680,39:55.200]  他是主要是还是在内存运算，他是不做不做文件。
[39:55.240,39:57.320]  不太做这个持久化的。
[39:57.320,40:2.300]  包括他这些整个计算过程中，包括对状态呀，对这些方面的。
[40:2.300,40:4.680]  这个知识呢，也是有限的。
[40:4.960,40:9.120]  嗯，完了对这个spark streaming啊，我们已经。
[40:9.120,40:11.580]  前面将spark提到过啊。
[40:11.580,40:14.220]  他就是把那个spot的。
[40:14.220,40:20.520]  那一一个处理过程小变化吧，就相当于我这个ID画的很小啊，那么就是。
[40:20.520,40:25.320]  很小的之后就变成一个小阿迪力，我们来这样发成。
[40:25.320,40:28.900]  呃网上发，但是他这个速度确实适合。
[40:28.900,40:32.680]  Com，这个流还是比不了的，他可以到秒级的啊。
[40:32.680,40:34.240]  这种这种响应。
[40:34.240,40:37.820]  那么storm它是可以到这个毫秒级的这个。
[40:37.880,40:39.180]  这个相应的。
[40:39.180,40:50.080]  因为这就是spot，他还是毕竟是一个批处理框架，它还是有一定的这个任务调度过程，他每一次任务过来，他是要把它。
[40:50.080,40:50.760]  呃。
[40:50.760,40:51.340]  就是。
[40:51.340,40:54.480]  加载到内存里面，他在小片，虽然在内存里面搞。
[40:54.480,40:55.400]  但是。
[40:55.400,40:57.620]  这个调度过程还是有代价的。
[40:57.720,41:0.620]  那么这个代价就会造成他的。
[41:0.620,41:1.500]  就是。
[41:1.520,41:4.400]  就是核心的这个延迟啊不能做到。
[41:4.400,41:5.300]  非常小。
[41:6.740,41:8.520]  这个就是。
[41:8.640,41:10.180]  嗯。
[41:10.680,41:12.760]  Storm啊，然后。
[41:12.760,41:18.260]  到木就是流处理的基础上，再往下发展，啊就发展出来了这个flink。
[41:18.260,41:23.640]  当然flink我们前面也说过，他是一个比较复杂的这个体系。
[41:23.640,41:24.760]  那么。
[41:24.760,41:27.300]  我们只是看他一些啊。
[41:27.300,41:30.960]  所谓的带来的优点，带来的好处，从这个角度。
[41:30.960,41:34.040]  就是来来理解一下就可以了。
[41:34.220,41:35.580]  嗯。
[41:35.780,41:43.160]  他是说说真的来做到什么高吞吐，低延迟，高性能啊，因为这几者之间。
[41:43.160,41:47.300]  会有，会有矛盾的，我们以前看到的技术就只能还是。
[41:47.300,41:50.000]  只能管某一头啊，他确实是。
[41:50.000,41:52.860]  能把最急者同时都能。
[41:52.860,41:53.940]  支持下来。
[41:53.940,41:57.020]  当然，他不是同时工作了啊，他就是。
[41:57.020,41:59.780]  它的底层机制是能同时支持的。
[41:59.780,42:1.060]  我在。
[42:1.060,42:2.240]  我可以处理。
[42:2.240,42:9.560]  这个低延时的这个任务，我也可以处理这个非常各种批量的任务，那么我底层引擎啊。
[42:9.560,42:11.220]  是不用改的啊。
[42:11.300,42:16.740]  那么它实际上能支持实现这种他就是大概用这个流失窗口。
[42:16.740,42:18.700]  的这样的一种技术啊。
[42:18.700,42:21.100]  来来做到对这种。
[42:21.100,42:24.920]  呃，这几种支持他开的那个窗口不一样啊。
[42:24.920,42:26.860]  他相当于在最底层的。
[42:26.860,42:30.840]  这个流调度基础上完了有一个窗口的模式来支持。
[42:30.960,42:34.460]  然后他也能支持这个有状态的这个计算。
[42:34.460,42:39.940]  它能支持非常大量的这个，因为状态实际上保持和状态持久化。
[42:39.940,42:41.860]  是一个非常重要的。
[42:41.860,42:45.920]  嗯，但是也有难度的这个东西，所以大家对知识状态。
[42:45.920,42:47.740]  因为状态你要。
[42:47.800,42:50.320]  快流失处理，要放在内存里。
[42:50.320,42:51.220]  但是。
[42:52.060,43:0.200]  嗯，要很快的寻址到，但是你要想保证对状态的支持的话，你就要有一定的持久化的能力啊，因为你不能。
[43:0.200,43:9.960]  因为你的机器像那个storms的话，它的节点可能重启会容易得多，他不成状态不成状态，我反正我把它在加载上来。
[43:9.960,43:11.180]  那个。
[43:11.240,43:12.040]  嗯。
[43:12.040,43:14.280]  消息接进来，我就可以接着跑了。
[43:14.280,43:17.420]  而你要纯壮，有状态就不行了。
[43:17.420,43:20.960]  你恢复的时候，你就必须把原来的状态是什么样。
[43:20.960,43:22.100]  加载上来。
[43:22.200,43:23.320]  在。
[43:23.520,43:26.960]  把这些消息弄上来，和这些状态来进行。
[43:26.960,43:27.580]  就是。
[43:27.580,43:29.620]  才能恢复到这个。
[43:29.620,43:32.860]  呃就保持状态，这个不出问题。
[43:32.860,43:35.540]  那么它有它特定的这个状态的。
[43:35.540,43:39.640]  这个备份和加载的这样的一个技术啊，它相当于是。
[43:39.640,43:41.980]  在整个消息流里面加这个。
[43:41.980,43:44.060]  说我这个同步的这种。
[43:44.060,43:44.700]  这个。
[43:44.700,43:48.120]  累似家这个同步消息标志点这样的一个方式啊。
[43:48.120,43:50.060]  使得它可以。
[43:50.060,43:52.340]  嗯，就是他的。
[43:52.440,43:54.500]  状态备份状态恢复。
[43:54.500,43:58.480]  呃在这么大量下，还能做到比较好的这个特点。
[43:58.580,44:0.060]  嗯，所以。
[44:0.100,44:7.740]  这样的话，所以它的体系啊，也有相应的这个容错能力啊，他当然为了做到这一点，它的内存管理啊也是。
[44:7.740,44:9.620]  呃，非常好的。
[44:9.620,44:13.040]  嗯，所以他这个状态的管理包括。
[44:13.360,44:16.860]  他的这种就是它的那个备份机制。
[44:16.880,44:19.140]  同样也能支持了这个。
[44:19.140,44:21.200]  这个迭代和这个。
[44:21.200,44:35.340]  增量迭代的这个过程相当于他状态，当然就是恢复，我在这个时候存下来出了问题，我到那个状态的某一个恢复点，把它恢复回来，别再一样的就我程序改了之后，我在之前有一个备份。
[44:35.340,44:37.840]  那么我改了之后。
[44:37.840,44:41.320]  就这样子，我发现这改的不对，我就退回到之前的。
[44:41.320,44:46.600]  某一个备份点，这就是什么迭代铮亮，迭代啊这样的一个。
[44:46.600,44:50.000]  呃一个概念，这些都是非常好的这个。
[44:50.000,44:52.100]  这个特点啊，当然也。
[44:52.500,44:55.220]  他造成的它的底层实现应该还是。
[44:55.220,44:57.340]  还是非常复杂的，但是。
[44:57.340,44:58.820]  嗯。
[44:59.060,45:2.300]  用上面啊，可能也用起来也是。
[45:2.300,45:5.380]  有讲究的，但是这个flink也是。
[45:5.380,45:7.780]  在相当于bug之后。
[45:8.060,45:9.340]  盗墓之后。
[45:9.680,45:11.520]  更新兴起来的。
[45:11.520,45:13.660]  这么一个框架，我们。
[45:13.660,45:16.560]  切，看啊，这个flink是不是能。
[45:16.560,45:19.940]  真的这个一统天下啊，就使得大家。
[45:19.940,45:21.920]  因为各种东西在上面跑。
[45:21.920,45:27.460]  都有好处啊，在这里呢，相当于也涉及到这个。
[45:28.000,45:29.080]  嗯，嗯。
[45:29.200,45:36.260]  呃就什么了马结构啊，这对这样的一些概念，也可以在这里回顾一下就是。
[45:36.280,45:37.780]  一个体系。
[45:38.640,45:45.840]  呵呵，原来的了，那就是认为它不同的，因为我们大的来说的话，就有这样的这个批处理。
[45:45.840,45:49.000]  这个分析查询处理。
[45:49.000,45:51.080]  和这个刘处理啊就是。
[45:51.080,45:52.000]  这样的。
[45:52.000,46:0.940]  三种的计算模式啊，批处理，当然响应可以办啊，你你甚至十几分钟啊有一个结果。
[46:0.940,46:3.840]  都可以，但是要非常大量的这个数据。
[46:3.840,46:6.660]  那么实时查询的处理的这种的话。
[46:6.720,46:7.440]  就。
[46:7.600,46:13.160]  很多要基于C口啊，要这样来做，但是人查到一个东西吗，要有结果的话。
[46:13.160,46:15.500]  他是要有一定的速度要求的。
[46:15.500,46:18.060]  分钟级别的可能是这样的要求。
[46:18.060,46:24.580]  而实施处理的，对流处理的这种的话，那都是要秒甚至毫秒啊这样的。
[46:24.580,46:25.640]  级别要求。
[46:25.640,46:27.320]  那么，但是。
[46:27.320,46:32.900]  对各种各样的应用的支撑，满足原来认为是不可能同时做到的。
[46:32.900,46:36.380]  所以有那么大结构，所谓这么大就几种体系。
[46:36.380,46:38.000]  我组合起来。
[46:38.000,46:43.360]  那么你这样的运用放在这那样的运用，放在这儿啊来进行支持，但是那么大结构。
[46:43.360,46:44.500]  有他的。
[46:44.500,46:48.380]  就是那么大结构，有他的又有他的问题，因为。
[46:48.380,46:51.960]  因为往往这些应用之间还是有关系的啊。
[46:51.960,46:58.780]  我可能实时的就是刘处理消息的统计，我的那个分析查询我也要用它。
[46:58.780,46:59.920]  那么。
[47:0.220,47:3.840]  那么我还要跟这个批处理这些东西结合起来。
[47:3.840,47:8.720]  原来那么大体系的话，你就得搞搞三种东西，因为它里面。
[47:8.780,47:12.300]  嗯，平台不一样啊，你可能编的程序都不一样。
[47:12.300,47:23.860]  那么这三种东西在需求，在有些变化在于发展，你这三套东西又要有维护一致的地方，又要有各自不同的地方，那可能编起来维护起来试试。
[47:23.860,47:28.280]  这个你要做做程序，就知道你外卖做项目啊你。
[47:28.280,47:30.300]  项目更多男的是。
[47:30.320,47:35.300]  当然开始做出来也难，但是你后面发展维护，因为它有不断的需求。
[47:35.300,47:37.960]  项目版本又要走分支？
[47:37.960,47:42.340]  或者一分之要合并，在往后的一个管理是更困难的地方。
[47:42.340,47:48.580]  而那么大结构在这上面，它虽然说我各种需求都能支持，但是在这个管理体系上。
[47:48.600,47:51.000]  其实是带来的问题是非常大的。
[47:51.140,47:52.440]  当然是。
[47:52.440,47:55.400]  希望辅导课啊，当然能把他这个。
[47:55.400,47:58.280]  就是拿一套体系都都支持好了。
[47:58.280,48:4.000]  真的是非常好的工具啊，什么各种配套也不玩也完成了，可能各种应用都是可以。
[48:4.000,48:7.420]  签到这个弗兰克上来，当然这个千一也是有代价的。
[48:7.420,48:9.660]  这个是另说了啊。
[48:10.680,48:14.480]  阿图计算啊，这这就是。
[48:14.480,48:18.400]  一种单列的这个计算，这个我们也说到这个图。
[48:18.420,48:21.640]  实际上是世界关系的就是。
[48:21.640,48:24.180]  呃，这些事务联系中的。
[48:24.180,48:27.520]  更本真的这个关系啊，我们很难有。
[48:27.520,48:32.040]  说这个的一个关系，就是这个单线关系，我们说的这个流是一种。
[48:32.440,48:34.100]  事务在进展的。
[48:34.100,48:36.340]  其实这个事物一方面是由这个。
[48:36.340,48:39.280]  时间啊，像这样的流逝的往前。
[48:39.280,48:47.180]  不断的进展，而且这个进展过程中，这么多事物之间其实都是相互影响的，这是真实世界，是这么复杂的啊。
[48:47.180,48:55.600]  但是我们拿计算模拟的话，已经有留了啊，那么也有拿想拿图，就是表示这种更复杂的。
[48:55.600,48:59.100]  这种相互关系的这样的一个处理模式。
[48:59.100,49:9.220]  当然，虽然现在这个图的这个能力和我们真实世界中这么复杂关系之间能力还是有很大的差距的，但是我们起码能走出了啊，这个。
[49:9.760,49:11.140]  涂到这一步啊。
[49:11.140,49:16.240]  那么图里面当然有些图的概念啦，这个顶点啦。
[49:16.240,49:20.580]  这个什么边啦，就是这是我们这样子来表示。
[49:20.580,49:22.240]  他们之间的关系啊。
[49:22.240,49:28.040]  还有这个什么粗度啦，然后我们说到这个图，最后有这个裴格儿啊。
[49:28.040,49:35.560]  他真正的一个实现的这个例子啊，那个例子里面，包括他是在顶点上唇什么。
[49:35.560,49:39.520]  顶点调用computer的时候啊，参数传什么啊。
[49:39.520,49:40.820]  这是一些。
[49:41.280,49:44.880]  这个就是踏实线上啊，我们能。
[49:44.880,49:51.520]  能理解的东西，它有一个特点，就是顶点的和这个关系他纯，他是从出发点来纯的。
[49:51.660,49:53.540]  就是我这里像。
[49:53.580,50:1.540]  我这边出去啊，像哪像哪些景点有关系，我在出发点来淳儿不是在这个。
[50:1.540,50:4.740]  就是入编这里纯啊他边是有方向的。
[50:4.740,50:9.600]  而入编这纯的什么是纯的？我收到了多少消息？
[50:9.600,50:11.240]  他是拿一个消息队列。
[50:11.240,50:16.280]  来传的我收到多少消息，而这些消息从谁发给我的，其实我不管。
[50:16.400,50:20.140]  那么我收到了，但是这个值，我要处理这事。
[50:20.260,50:22.080]  这个在这个。
[50:22.080,50:23.560]  顶点要处理的。
[50:23.560,50:31.460]  而都是由我发出消息，这边来记啊，我在这里要访，要往哪些点去发消息啊这个是。
[50:31.540,50:36.000]  Pre狗它处理的，当然他整个助理有个大不模型啊他。
[50:36.000,50:39.800]  他用这样的一个大不模型来协调这个。
[50:39.800,50:45.460]  这个处理过程整个一个图的计算，图的处理就是一步一步，这样的走下去。
[50:45.620,50:47.280]  来做完啊。
[50:47.400,50:50.900]  可视化的这个就基本了解一下就行了啊。
[50:51.180,50:54.920]  那个最后的这个应用的啊也是。
[50:55.160,50:57.920]  这个了解一下应用里面就是有个这个推荐。
[50:58.140,51:4.340]  协同过滤啊，协同过滤有什么基于物品和基于用户的啊，这两个有什么差别？
[51:4.340,51:6.700]  这个是要知道啊。
[51:7.580,51:11.920]  行，那么整个这个课程就讲完了啊，那么我们。
[51:11.920,51:13.940]  回头周五在做实验啊。
[51:13.940,51:16.520]  然后希望大家期末能考好啊。
[51:17.080,51:18.200]  再见，嗯。

************************************end****************************************

