ID,Label,Email
3603,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or ?0,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
3604,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ?000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
3605,ham,"Alright, I'll head out in a few minutes, text me where to meet you"
3606,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 ?/wk"
3607,ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
3608,ham,"How about clothes, jewelry, and trips?"
3609,ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
3610,ham,Esplanade lor. Where else...
3611,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
3612,ham,I dun believe u. I thk u told him.
3613,ham,Well. Im computerless. Time to make some oreo truffles
3614,ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
3615,ham,I tagged MY friends that you seemed to count as YOUR friends.
3616,ham,Hows the champ just leaving glasgow!
3617,ham,Beerage?
3618,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
3619,ham,"It's ok, at least armand's still around"
3620,ham,I am not having her number sir
3621,ham,Wot about on wed nite I am 3 then but only til 9!
3622,ham,And pls pls drink plenty plenty water
3623,ham,My birthday is on feb  &lt;#&gt;  da. .
3624,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
3625,ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
3626,spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for ?/wk
3627,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
3628,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
3629,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
3630,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
3631,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
3632,ham,I havent lei.. Next mon can?
3633,ham,There's no point hangin on to mr not right if he's not makin u happy
3634,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
3635,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
3636,ham,Mm have some kanji dont eat anything heavy ok
3637,ham,Hahaha..use your brain dear
3638,ham,Yupz... I've oredi booked slots 4 my weekends liao... 
3639,ham,Can you pls send me that company name. In saibaba colany
3640,spam,URGENT This is our 2nd attempt to contact U. Your ?00 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
3641,spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
3642,spam,Phony ?50 award - Todays Voda numbers ending XXXX are selected to receive a ?50 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
3643,ham,"Coffee cake, i guess..."
3644,ham,Cps is causing the outages to conserve energy.
3645,ham,I will come tomorrow di
3646,ham,I've got it down to a tea. not sure which flavour
3647,spam,Urgent Please call 09066612661 from landline. ?000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ?
3648,ham,Then she buying today? ?no need to c meh...
3649,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
3650,ham,Old Orchard near univ. How about you?
3651,ham,"Sorry, I'll call later"
3652,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
3653,ham,Have a good evening! Ttyl
3654,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
3655,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or ?0,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
3656,ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
3657,ham,Pick you up bout 7.30ish? What time are  and that going?
3658,ham,Wait  &lt;#&gt;  min..
3659,ham,Its just the effect of irritation. Just ignore it
3660,ham,Will ?b going to esplanade fr home?
3661,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
3662,ham,Where r we meeting?
3663,ham,"Uh, heads up we don't have THAT much left"
3664,ham,\CHA QUITEAMUZING THAT逭SCOOL BABE
3665,ham,Umma. Did she say anything
3666,ham,Can a not?
3667,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
3668,spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
3669,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
3670,ham,She ran off with a younger man. we will make pretty babies together :)
3671,ham,THIS IS A LONG FUCKIN SHOWR
3672,ham,ok. I am a gentleman and will treat you with dignity and respect.
3673,ham,Me n him so funny...
3674,ham,Oi when you gonna ring
3675,ham,K...k...yesterday i was in cbe .
3676,ham,"Im sorry bout last nite it wasn逭t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
3677,ham,Did you stitch his trouser
3678,ham,;-) ok. I feel like john lennon.
3679,ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
3680,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
3681,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
3682,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
3683,ham,Great. P diddy is my neighbor and comes for toothpaste every morning
3684,ham,"Sorry, I'll call later"
3685,ham,"Haha figures, well I found the piece and priscilla's bowl"
3686,ham,Lol or I could just starve and lose a pound by the end of the day.
3687,ham,I am in tirupur.  call you da.
3688,ham,No. Thank you. You've been wonderful
3689,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
3690,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
3691,ham,Midnight at the earliest
3692,ham,Gibbs unsold.mike hussey
3693,ham,Prabha..i'm soryda..realy..frm heart i'm sory
3694,ham,Yup bathe liao...
3695,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3696,ham,Are you in castor? You need to see something
3697,ham,Black shirt n blue jeans... I thk i c ?..
3698,spam,"URGENT! You have won a 1 week FREE membership in our ?00,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
3699,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
3700,ham,Well done and ! luv ya all 
3701,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
3702,ham,Ok.
3703,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
3704,ham,Feel like trying kadeem again? :V
3705,ham,I am late. I will be there at
3706,ham,O was not into fps then.
3707,ham,Aiyah then i wait lor. Then u entertain me. Hee...
3708,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
3709,ham,Hanging out with my brother and his family
3710,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
3711,ham,I cant pick the phone right now. Pls send a message
3712,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a ?500 Bonus Prize, call 09066364589"
3713,ham,I will once i get home
3714,ham,Good evening! How are you?
3715,ham,Today my system sh get ready.all is well and i am also in the deep well
3716,ham,Orh i tot u say she now still dun believe.
3717,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
3718,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
3719,ham,Babe ? I lost you ... Will you try rebooting ?
3720,spam,Missed call alert. These numbers called but left no message. 07008009200
3721,ham,I pocked you up there before
3722,ham,I will treasure every moment we spend together...
3723,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
3724,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
3725,ham,How are you enjoying this semester? Take care brother.
3726,ham,"Me not waking up until 4 in the afternoon, sup"
3727,ham,Oh k. . I will come tomorrow
3728,ham,How much is blackberry bold2 in nigeria.
3729,ham,"So check your errors and if you had difficulties, do correction."
3730,ham,Oh yeah! And my diet just flew out the window
3731,ham,1 in cbe. 2 in chennai.
3732,spam,UR awarded a City Break and could WIN a ?00 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ?.50perWKsub
3733,ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
3734,ham,Horrible bf... I now v hungry...
3735,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
3736,ham,Ho ho - big belly laugh! See ya tomo
3737,ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
3738,ham,This weekend is fine (an excuse not to do too much decorating)
3739,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
3740,ham,Sorry da. I gone mad so many pending works what to do.
3741,ham,What you thinked about me. First time you saw me in class.
3742,ham,Hi.:)technical support.providing assistance to us customer through call and email:)
3743,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
3744,ham,"Nope. Since ayo travelled, he has forgotten his guy"
3745,ham,"I'll text carlos and let you know, hang on"
3746,ham,"Yo, you at jp and hungry like a mofo?"
3747,ham,"Just sent you an email ?to an address with incomm in it, is that right?"
3748,spam,Urgent Ur ?00 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 ?.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
3749,ham,"Sorry, I'll call later"
3750,ham,He is a womdarfull actor
3751,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
3752,ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
3753,ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
3754,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
3755,ham,And miss vday the parachute and double coins??? U must not know me very well...
3756,ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
3757,ham,they released another Italian one today and it has a cosign option
3758,ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
3759,ham,See the forwarding message for proof
3760,spam,"449050000301 You have won a ?,000 price! To claim, call 09050000301."
3761,ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
3762,ham,Dont talk to him ever ok its my word.
3763,ham,K still are you loving me.
3764,ham,Its normally hot mail. Com you see!
3765,ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
3766,ham,Ok lor ?reaching then message me.
3767,ham,"Usf I guess, might as well take 1 car"
3768,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
3769,spam,INTERFLORA - 逡It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
3770,spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
3771,spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
3772,ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
3773,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
3774,spam,XMAS iscoming & ur awarded either ?00 CD gift vouchers & free entry 2 r ?00 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
3775,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
3776,ham,Headin towards busetop
3777,ham,Hurry home. Soup is DONE!
3778,ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
3779,ham,Nope... Juz off from work...
3780,ham,"Sorry, I'll call later in meeting."
3781,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
3782,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
3783,ham,Lol where do u come up with these ideas?
3784,ham,No no. I will check all rooms befor activities
3785,spam,UR awarded a City Break and could WIN a ?00 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+?.50perWKsub
3786,ham,Oh ic. I thought you meant mary jane.
3787,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
3788,ham,I love to wine and dine my lady!
3789,ham,No calls..messages..missed calls
3790,ham,Two teams waiting for some players
3791,ham,From here after The performance award is calculated every two month.not for current one month period..
3792,ham,I don't know but I'm raping dudes at poker
3793,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
3794,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
3795,ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
3796,ham,Are you going to wipro interview today?
3797,ham,A guy who gets used but is too dumb to realize it.
3798,ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
3799,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
3800,ham,We have pizza if u want
3801,ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
3802,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
3803,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ?00 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
3804,ham,I have no money 4 steve mate! !
3805,ham,This is my number by vivek..
3806,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
3807,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
3808,ham,Yes. Nigh you cant aha.
3809,spam,This is the 2nd time we have tried to contact u. U have won the ?450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
3810,ham,I'm not sure if its still available though
3811,ham,Great! I have to run now so ttyl!
3812,ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
3813,ham,When did you get to the library
3814,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ?not interested.
3815,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
3816,ham,Hi dude hw r u da realy mising u today
3817,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
3818,ham,May i call You later Pls
3819,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3820,spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
3821,ham,Does not operate after  &lt;#&gt;  or what
3822,ham,I can't describe how lucky you are that I'm actually awake by noon
3823,ham,None of that's happening til you get here though
3824,ham,Dont show yourself. How far. Put new pictures up on facebook.
3825,ham,Wat r u doing?
3826,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
3827,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only ?.50/week. SavaMob - offers mobile!"
3828,ham,There the size of elephant tablets & u shove um up ur ass!!
3829,ham,I'm wif him now buying tix lar...
3830,ham,"Nothing much, chillin at home. Any super bowl plan?"
3831,ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\"""""
3832,ham,I think chennai well settled?
3833,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
3834,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
3835,ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
3836,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
3837,ham,Can you say what happen
3838,ham,Dear good morning how you feeling dear
3839,ham,I walked an hour 2 c u! doesn逭t that show I care y wont u believe im serious?
3840,ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
3841,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
3842,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
3843,ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
3844,ham,Ok anyway no need to change with what you said
3845,ham,I'm coming home 4 dinner.
3846,ham,Sounds great! Are you home now?
3847,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
3848,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
3849,ham,Will be office around 4 pm. Now i am going hospital.
3850,ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
3851,ham,New car and house for my parents.:)i have only new job in hand:)
3852,ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
3853,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
3854,ham,Ok pa. Nothing problem:-)
3855,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
3856,ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
3857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
3858,ham,I meant middle left or right?
3859,ham,Dad says hurry the hell up
3860,ham,I went to project centre
3861,ham,yay! finally lol. i missed our cinema trip last week :-(
3862,ham,Up to ?.. ?wan come then come lor... But i din c any stripes skirt...
3863,ham,S.i'm watching it in live..
3864,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
3865,ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
3866,ham,Tmrw. Im finishing 9 doors
3867,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
3868,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
3869,ham,K. I will sent it again
3870,ham,So the sun is anti sleep medicine.
3871,ham,Boo. How's things? I'm back at home and a little bored already :-(
3872,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
3873,ham,No i am not having not any movies in my laptop
3874,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
3875,ham,Havent shopping now lor i juz arrive only
3876,ham,I plane to give on this month end.
3877,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
3878,ham,"Awesome, lemme know whenever you're around"
3879,ham,Takin a shower now but yeah I'll leave when I'm done
3880,ham,You still at grand prix?
3881,ham,Hey i've booked the pilates and yoga lesson already... Haha
3882,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
3883,ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
3884,ham,I am in hospital da. . I will return home in evening
3885,ham,Ok try to do week end course in coimbatore.
3886,spam,"Loan for any purpose ?00 - ?5,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
3887,spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
3888,ham,Ok c ?then.
3889,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
3890,ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
3891,ham,Send me the new number
3892,ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
3893,ham,"Vikky, come around  &lt;TIME&gt; .."
3894,ham,I went to ur hon lab but no one is there.
3895,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
3896,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
3897,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
3898,ham,Ok lor. I'm in town now lei.
3899,ham,Still otside le..u come 2morrow maga..
3900,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
3901,ham,Can you use foreign stamps for whatever you send them off for? 
3902,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
3903,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
3904,ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
3905,ham,I.ll post her out l8r. In class
3906,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
3907,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. ?.50 increments. Help08718728876"
3908,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
3909,ham,S....s...india going to draw the series after many years in south african soil..
3910,ham,Okay. I've seen it. So i should pick it on friday?
3911,ham,Wake me up at  &lt;#&gt;  am morning:)
3912,spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a ?00 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ?.50perWKsub
3913,ham,Good words.... But words may leave u in dismay many times.
3914,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
3915,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
3916,ham,I am taking you for italian food. How about a pretty dress with no panties? :)
3917,ham,Ladies first and genus second k .
3918,ham,Wait 2 min..stand at bus stop
3919,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
3920,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
3921,ham,Pls send me your address sir.
3922,ham,I'm ok. Will do my part tomorrow
3923,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
3924,ham,"Some friends want me to drive em someplace, probably take a while"
3925,spam,You are a winner you have been specially selected to receive ?000 cash or a ?000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
3926,ham,What you did in  leave.
3927,ham,And he's apparently bffs with carly quick now
3928,ham,Nope. Meanwhile she talk say make i greet you.
3929,ham,Or remind me in a few hrs.
3930,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
3931,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
3932,ham,Go where n buy? Juz buy when we get there lar.
3933,ham,I'm at home. Please call
3934,spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
3935,ham,Yes we are chatting too.
3936,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
3937,ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
3938,ham,Ok...
